Job Title,Company Name,Location,Function,Job Link,Detailed Job Description,Additional Information
Systemauditor (m/w/d) und IMS Beauftragter,Porsche eBike Performance GmbH,Ottobrunn,Administration & Verwaltung,https://jobs.porsche.com/index.php?ac=jobad&id=13196,"Aufgaben
Du planst, koordinierst und führst eigenständig integrierte Systemaudits gemäß ISO 9001 und ISO 14001 an allen Porsche eBike Performance Standorten durch
Du koordiniest die Zusammenarbeit mit der Zertifizierungsgesellschaft und organisierst das Management Review Meeting
Nach den Audits bewertest du Maßnahmen und überwachst ihre Wirksamkeit
Du erstellst regelmäßig Auditberichte und TOP-Managementreports
Du arbeitest an der Weiterentwicklung des Managementssystems und des Auditprozesses
Die Konzeption und Durchführung von Schulungen, Webinaren und Workshops gehört zu deinen Aufgaben
Du coachst und berätst interne Prozesseigner im Bereich Prozessmanagement
Als Key User betreust und entwickelst du die interne Auditsoftware weiter
Anforderungen
Du hast ein Hochschulstudium erfolgreich abgeschlossen
Du hast bereits 5 Jahre Berufserfahrung, davon mindestens 2 Jahre im Qualitäts-, Umwelt- oder Energiemanagement
Als erfahrener Systemauditor für ISO 9001, ISO 14001 oder ISO 50001 (ISO 45001 von Vorteil) übernimmst du eigenverantwortlich die Planung, Koordination und Durchführung von integrierten Systemaudits
Du bringst eine Weiterbildung als EOQ Lead Auditor oder als VDA 6.3 Prozessauditor mit
Als Qualitäts-, Umwelt- oder Energiemanagemenbeauftragter (Arbeitsschutzbeauftragter von Vorteil) kennst du dich bestens in deinem Bereich aus
Deine Kompetenz in QM-Core Tools (8D, FMEA, MSA, SPC, Prozess- und Produktfreigaben) ist ein Pluspunkt
Du beherrscht Deutsch und Englisch fließend und hast Freude am Reisen
Dein hohe Flexibilität, ausgepägte Leistungsbereitschaft, Kommunkationsfähigkeit, analytisches und prozessorentiertes Denken sowie Durchsetzungsvermögen und Konfliktfähigkeit zeichnen dich aus
  Benefits:
Wir sind ein diverses und internationales Team an kreativen Köpfen, leidenschaftlichen Bikern und progressiven Denkern
Deine Ideen werden bei uns schnell umgesetzt: Bringe deine Gedanken ein, hinterfrage den Status Quo und lasse deine Vorstellungen bald Realität werden
Wir bieten stellenabhängig ein hybrides Arbeitsmodell an
An unserem Firmensitz in Ottobrunn vor den Toren Münchens alles, was man zum Arbeiten braucht: schöne Räumlichkeiten, voll ausgestattete Küchen, eine riesige Terrasse – und natürlich die besten KollegInnen
Mit unserer Lage im grandiosen bayerischen Voralpenland haben wir Traum-Radtouren direkt vor der Haustür. Du hast die Möglichkeit, dein Wunsch-Bike bei JobRad zu leasen oder dir einfach eins von unseren Test-Rädern zu schnappen, wenn sie verfügbar sind
Wir geben unser Bestes, Nachhaltigkeit zu leben – und nicht nur darüber zu sprechen
Wir fördern Fortbildung und unterstützen die Ambitionen unseres Teams in allen Bereichen
Wir glauben an deine Erholung und unsere Agilität. Deshalb bieten wir 30 Urlaubstage, damit du auftanken und neue Inspiration aufsaugen kannst",Section not found or could not extract additional information
Chef de Rang (m/w/d) im Restaurant Christophorus in Teilzeit (30h/Woche) befristet für 1 Jahr,Porsche Dienstleistungs GmbH,Zuffenhausen,Sonstige,https://jobs.porsche.com/index.php?ac=jobad&id=13095,"Aufgaben
Betreuung nationaler und internationaler Gäste auf gehobenem Niveau
Erstellung von Reservierungsbestätigungen
Erstellung der Gästerechnungen und der Restaurantabrechnung mit unserem Kassensystem
Aufnahme und Ausführung der Bestellungen für Essen/Trinken
Umsetzung eines reibungslosen Serviceablaufes unter Einhaltung der Qualitätsstandards
Beratende Informationen über Empfehlung der Speisen- und Getränkekarte
  Diese Tätigkeit wird im Abendservice von Dienstag bis Samstag ausgeführt.
  Anforderungen
Erfolgreich abgeschlossene Berufsausbildung zum/zur Hotelfachmann/-frau oder Restaurantfachmann/-frau
Mehrere Jahre Berufserfahrung (i.d.R. ≤ 3 J.) in der gehobenen Gastronomie
Hohe Teamorientierung sowie ausgeprägte Kommunikationsfähigkeit
Gastorientierte und aufgeschlossene Arbeitsweise sowie Selbstständigkeit
Gute Englischkenntnisse, eventuell weitere Fremdsprachen
Umfassende Weinkenntnisse wünschenswert","Betreuung nationaler und internationaler Gäste auf gehobenem Niveau
Erstellung von Reservierungsbestätigungen
Erstellung der Gästerechnungen und der Restaurantabrechnung mit unserem Kassensystem
Aufnahme und Ausführung der Bestellungen für Essen/Trinken
Umsetzung eines reibungslosen Serviceablaufes unter Einhaltung der Qualitätsstandards
Beratende Informationen über Empfehlung der Speisen- und Getränkekarte
  Diese Tätigkeit wird im Abendservice von Dienstag bis Samstag ausgeführt."
Senior Strategic Buyer für IT Consulting Services (f/m/d),MHP - A Porsche Company,"Ludwigsburg
München
Frankfurt am Main",Strategie & Unternehmensentwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13191,"Aufgaben
Als treibende Kraft hinter unseren Beschaffungsprozessen bist du als Senior Strategic Buyer nicht nur ein Motor für Effizienz und Innovation, sondern legst auch den Grundstein für eine erfolgreiche digitale Transformation bei MHP. Wenn du bereit bist, die Zukunft des Einkaufs mitzugestalten und unseren Kunden einen echten Mehrwert zu bieten, dann bist du hier genau richtig. Werde Teil unseres Teams und sei ein entscheidender Teil unserer Mission, gemeinsam die digitale Zukunft zu formen.
Dabei warten die folgenden Aufgaben auf dich: 
Verbesserung und Optimierung unserer IT Consulting Beschaffung und der organisatorischen Veränderungen
Verhandlung neuer und bestehender globaler Preis- und Rahmenvereinbarungen zur Unterstützung der Wettbewerbsfähigkeit
Sicherstellung der internen Einkaufsstandards und -ziele im Einklang mit unserer Strategie (z.B. Prozesse, Methoden, Instrumente, KPIs usw.)
Strukturierung, Komplementierung und Evaluierung des bestehenden Lieferantennetzwerks ausgerichtet auf die internen und externen Kundenbedürfnisse
Professionelles Lieferantenmanagement mit der Bildung starker Netzwerke zur Erhöhung der Lieferfähigkeit  
Anforderungen
Um für deinen Weg als Senior Strategic Buyer IT Consulting Services (f/m/d) gewappnet zu sein, hast du folgende Qualifikationen im Gepäck:
Abgeschlossenes Studium in Wirtschaftsingenieurwesen, Betriebswirtschaftslehre oder vergleichbar und mind. 8 Jahre Berufserfahrung im Global Sourcing in der Beratung und/oder der Industrie.
Leidenschaft für die Entwicklung innovativer Beschaffungsstrategien, die auf den Bedürfnissen des globalen Marktes basieren und kontinuierliche Verbesserung ermöglichen. 
Expertise in Leistungs- und zielorientierter Arbeit, versiert in der Bewältigung aller täglichen Beschaffungsaufgaben wie der Bewertung von Lieferanten, der Preisverhandlung und der Leitung von Einkaufsprojekten.
Deine Arbeitsweise ist geprägt durch professionelles Auftreten, Selbstständigkeit, Struktur und analytische Fähigkeiten.
  Wissenswertes vor der Abfahrt:
Beginn: nach Vereinbarung - immer zu Beginn eines Monats
Arbeitszeit: in Vollzeit  (40h) und 30 Urlaubstage
Arbeitsverhältnis: Unbefristet
Arbeitsbereich: Corporate Functions
Sprache: vehandlungssicheres Deutsch & Englisch
Sonstiges: eine gültige Arbeitserlaubnis; bei Bedarf können wir die Arbeitserlaubnis im Rahmen unseres Recruiting-Prozesses beantragen. Das Verfahren benötigt Zeit und hat Einfluss auf das Startdatum.","Als treibende Kraft hinter unseren Beschaffungsprozessen bist du als Senior Strategic Buyer nicht nur ein Motor für Effizienz und Innovation, sondern legst auch den Grundstein für eine erfolgreiche digitale Transformation bei MHP. Wenn du bereit bist, die Zukunft des Einkaufs mitzugestalten und unseren Kunden einen echten Mehrwert zu bieten, dann bist du hier genau richtig. Werde Teil unseres Teams und sei ein entscheidender Teil unserer Mission, gemeinsam die digitale Zukunft zu formen.
Dabei warten die folgenden Aufgaben auf dich: 
Verbesserung und Optimierung unserer IT Consulting Beschaffung und der organisatorischen Veränderungen
Verhandlung neuer und bestehender globaler Preis- und Rahmenvereinbarungen zur Unterstützung der Wettbewerbsfähigkeit
Sicherstellung der internen Einkaufsstandards und -ziele im Einklang mit unserer Strategie (z.B. Prozesse, Methoden, Instrumente, KPIs usw.)
Strukturierung, Komplementierung und Evaluierung des bestehenden Lieferantennetzwerks ausgerichtet auf die internen und externen Kundenbedürfnisse
Professionelles Lieferantenmanagement mit der Bildung starker Netzwerke zur Erhöhung der Lieferfähigkeit"
Product Improvement Manager (m/w/d),Porsche eBike Performance GmbH,Ottobrunn,Projektmanagement,https://jobs.porsche.com/index.php?ac=jobad&id=13177,"Aufgaben
Du bist verantwortlich für die Leitung und Organisation des Teams, das sich mit dem Lieferantenmanagement (Qualität) beschäftigt sowie für die MitarbeiterInnen im Messlabor (speziell Bemusterungen und Sondermessungen)
Du optimierst den Bereich Lieferantenmanagement, um sicherzustellen, dass die Produktqualität und Performance der Lieferanten kontinuierlich verbessert wird
Gemeinsam mit deinem Team spielst du eine Schlüsselrolle bei der Auswahl neuer Lieferanten und vertrittst die Qualitätsinteressen des Unternehmens
Du arbeitest eng mit dem Engineering- und Einkaufsteam zusammen, um sicherzustellen, dass Qualitätsstandards bei Neuentwicklungen eingehalten werden
Koordination und Überprüfung von Lieferanten- und Prozess-Audits von neuen oder bestehenden Lieferanten
Du koordinierst Lieferantenbefähigungen und Optimierungsprojekte
Erstellung und Auswertung von Kennzahlen und Managementreports
Du förderst den regelmäßigen Austausch und entwickelst interne Prozesse und Schnittstellen weiter (speziell mit Engineering und dem Einkauf)
Wenn es Probleme mit Lieferungen gibt, bist du dafür verantwortlich, diese beim Lieferanten zu beanstanden und eine 8D-Problemlösemethode einzufordern.
Du bemusterst Neuteile und koordinierst Bauteiländerungen (ECR)
  Anforderungen
Du hast ein Studium in einem relevanten Bereich erfolgreich mit Diplom- oder Masterabschluss beendet
Mindestens 4 Jahre Berufserfahrung als Führungskraft, vorzugsweise im Lieferantenumfeld
Du bist prozessorientiert, arbeitest eigenverantwortlich, strukturiert und hast eine systematische Arbeitsweise
Kenntnisse in den gängigen Qualitätsstandards (8D-Report, MSA, Prozessfähigkeit, SPC, FMEA, APQP und Produkthaftung) sind von Vorteil 
Kenntnisse in der ISO 9001, VDA6.3 sind ein Pluspunkt
Gute Deutsch und Englisch Kenntnisse in Wort und Schrift
Freude am Reisen im In- und Ausland 
  Benefits:
Wir sind ein diverses und internationales Team an kreativen Köpfen, leidenschaftlichen Bikern und progressiven Denkern
Deine Ideen werden bei uns schnell umgesetzt: Bringe deine Gedanken ein, hinterfrage den Status Quo und lasse deine Vorstellungen bald Realität werden
Wir bieten stellenabhängig ein hybrides Arbeitsmodell an
An unserem Firmensitz in Ottobrunn vor den Toren Münchens alles, was man zum Arbeiten braucht: schöne Räumlichkeiten, voll ausgestattete Küchen, eine riesige Terrasse – und natürlich die besten KollegInnen
Mit unserer Lage im grandiosen bayerischen Voralpenland haben wir Traum-Radtouren direkt vor der Haustür. Du hast die Möglichkeit, dein Wunsch-Bike bei JobRad zu leasen oder dir einfach eins von unseren Test-Rädern zu schnappen, wenn sie verfügbar sind
Wir geben unser Bestes, Nachhaltigkeit zu leben – und nicht nur darüber zu sprechen
Wir fördern Fortbildung und unterstützen die Ambitionen unseres Teams in allen Bereichen
Wir glauben an deine Erholung und unsere Agilität. Deshalb bieten wir 30 Urlaubstage, damit du auftanken und neue Inspiration aufsaugen kannst",Section not found or could not extract additional information
Auszubildender Kfz-Mechatroniker (m/w/d),Porsche Zentrum Magdeburg,Magdeburg,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13188,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Magdeburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Auszubildender Kfz-Mechatroniker (m/w/d)
Aufgaben:
Fehlerdiagnose und Störungsbeseitigung von elektrischen und elektronischen Fahrzeugsystemen und -bauteilen mithilfe moderner Diagnose-Instrumente 
Durchführung von Wartungsdiensten
Eigenverantwortliche Durchführung definierter Montage- und Reparaturarbeiten
Selbstständige Nachrüstung und Inbetriebnahme von Zubehör und Anbauteilen
Durchführung von Maßnahmen zur Qualitätssicherung
Professionelles Erkennen und Beurteilen mechanischer und elektronischer Schäden
Durchführung von Funktionsprüfungen 
Anforderungen
Sehr guter Abschluss der mittleren Reife oder (Fach-)Abitur • Technisches und physikalisches Verständnis
Handwerkliches Geschick
Hohes Maß an Selbstständigkeit
Schnelle Auffassungsgabe
Teamfähigkeit und Engagement
Exaktes Arbeiten
Führerschein Klasse B
  Startdatum der Ausbildung: 01.08.2025
Dauer der Ausbildung: 3 Jahre","Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Magdeburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Auszubildender Kfz-Mechatroniker (m/w/d)
Aufgaben:
Fehlerdiagnose und Störungsbeseitigung von elektrischen und elektronischen Fahrzeugsystemen und -bauteilen mithilfe moderner Diagnose-Instrumente 
Durchführung von Wartungsdiensten
Eigenverantwortliche Durchführung definierter Montage- und Reparaturarbeiten
Selbstständige Nachrüstung und Inbetriebnahme von Zubehör und Anbauteilen
Durchführung von Maßnahmen zur Qualitätssicherung
Professionelles Erkennen und Beurteilen mechanischer und elektronischer Schäden
Durchführung von Funktionsprüfungen"
Masterand (m/w/d) Entwicklung eines Qualitätsregelkreises für die Montage der Hochvoltbatterie,Dr. Ing. h.c. F. Porsche AG,Zuffenhausen,Produktion,https://jobs.porsche.com/index.php?ac=jobad&id=13171,"Aufgaben
Einarbeitung in die optische Messtechnik entlang der Prozesskette und in den Prozess der Fahrzeughochzeit
Durchführung von Versuchsreihen auf Grundlage der statistischen Versuchsplanung und Auswertung der Ergebnisse
Implementierung einer automatisierten Analyse bestehender Messdaten im Produktionsprozess
Methodische Entwicklung eines Qualitätsregelkreises für die Montage der Hochvoltbatterie
Validieren und Bewerten des Qualitätsregelkreises
Start ab 09/2024
Anforderungen
Studium einer technischen Fachrichtung wie Maschinenbau, Mechatronik, Wirtschaftsingenieurswesen oder vergleichbar
Begeisterung für komplexe Analyseaufgaben im ingenieurstechnischen Umfeld
Kenntnisse im Bereich Messtechnik oder statistischer Versuchsplanung vorteilhaft
sehr gute Deutsch- und Englischkenntnisse
Zielstrebigkeit, Einsatzbereitschaft und strukturierte, eigenverantwortliche Arbeitsweise
Hohe Team- und Kommunikationsfähigkeit","Einarbeitung in die optische Messtechnik entlang der Prozesskette und in den Prozess der Fahrzeughochzeit
Durchführung von Versuchsreihen auf Grundlage der statistischen Versuchsplanung und Auswertung der Ergebnisse
Implementierung einer automatisierten Analyse bestehender Messdaten im Produktionsprozess
Methodische Entwicklung eines Qualitätsregelkreises für die Montage der Hochvoltbatterie
Validieren und Bewerten des Qualitätsregelkreises
Start ab 09/2024"
Rechnungsleger/Gewährleistungssachbearbeiter (m/w/d),Porsche Zentrum Willich,Willich,Sonstige,https://jobs.porsche.com/index.php?ac=jobad&id=13167,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Willich vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Rechnungsleger/Gewährleistungssachbearbeiter (m/w/d)
Abrechnung von Externen, Internen, Gewährleistungs- und Kulanzaufträgen. 
Bearbeiten von Gewährleistungsgutschriften.
Abwicklung Unfallkorrespondenz. 
Enge Zusammenarbeit mit der Werkstatt und den Serviceberatern.
Anforderungen
Erfolgreich abgeschlossene kaufmännische oder technische Berufsausbildung. 
Berufserfahrung in vergleichbarer Position. 
Verbindliche Arbeitsweise.
Zuverlässigkeit, Teamfähigkeit und Engagement. 
Sehr gute Deutschkenntnisse in Wort und Schrift.
Erfahrung mit der Marke Porsche bzw. den Konzernmarken und dem DMS-System Cross von Vorteil.","Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Willich vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Rechnungsleger/Gewährleistungssachbearbeiter (m/w/d)
Abrechnung von Externen, Internen, Gewährleistungs- und Kulanzaufträgen. 
Bearbeiten von Gewährleistungsgutschriften.
Abwicklung Unfallkorrespondenz. 
Enge Zusammenarbeit mit der Werkstatt und den Serviceberatern."
Bachelorand oder Masterand (m/w/d) Erörterung und Validierung eines innovativen reglerbasierten thermischen Komfortmodells für automotive Anwendungen,Porsche Engineering Group,Bietigheim-Bissingen,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13159,"Aufgaben
Die Recherche und Analyse von Konzepten/Studien zur Komfortbewertung von „klassischen“ Klimatisierungsansätzen stellen einen Schwerpunkt deiner Tätigkeit dar
Du übernimmst die Erstellung und Diskussion eines erweiterten, reglerbasierten Bewertungskonzeptes, welches Komfortbasiert ist und alternative Klimatisierungsansätze mitbetrachtet
Weiterhin gehört die Analyse und Bewertung von experimentellen Ansätzen zu alternativen Komfortbewertungsszenarien wie beispielsweise Kamera- oder basierend auf Vitalfunktionen, zu deinem Aufgabenbereich
Du bist für die konzeptionelle Betrachtung zur Integration und Überführung des Bewertungskonzepts in einen Regelungsansatz der Klimaregelung im Fahrzeug zuständig
Du übernimmst die Validierung und den Abgleich der aktuellen Komfortbewertung mit dem entwickelten Bewertungskonzept soweit möglich auf Fahrzeugebene
Nicht zuletzt gehören kritische Diskussion und die Dokumentation der Ansätze zu deinem Aufgabenbereich
Anforderungen
Du studierst aktuell Maschinenbau, Fahrzeugtechnik oder einen vergleichbaren Studiengang
Du hast gute Kenntnisse in der Thermodynamik, Elektrik und der aktuellen Fahrzeugtechnik
Du verfügst über Kenntnisse im Bereich der Reglerauslegung sowie modellbasierter Softwareentwicklung
Kenntnisse im Bereich der Klimatisierung sind von Vorteil
Zu deinen Stärken zählen ausgeprägte analytische und konzeptionelle Fähigkeiten sowie eine selbstständige Arbeitsweise
Du bist motiviert, in einem Team mit hilfsbereiten und herzlichen Kollegen deine sehr gute Kommunikationsfähigkeit und Dienstleistungsorientierung unter Beweis zu stellen
  Wissenswertes vor der Abfahrt:
Voraussetzung: gültige Immatrikulation an einer Hochschule oder Universität
Vertragsart: Freie Mitarbeit (Selbstständige Tätigkeit)
Beginn: ab September
Dauer: 6 Monate
Sonstiges: Gültiger Aufenthaltstitel mit Berechtigung zum Anfertigen einer Abschlussabreit im Rahmen einer selbstständigen Tätigkeit erforderlich","Die Recherche und Analyse von Konzepten/Studien zur Komfortbewertung von „klassischen“ Klimatisierungsansätzen stellen einen Schwerpunkt deiner Tätigkeit dar
Du übernimmst die Erstellung und Diskussion eines erweiterten, reglerbasierten Bewertungskonzeptes, welches Komfortbasiert ist und alternative Klimatisierungsansätze mitbetrachtet
Weiterhin gehört die Analyse und Bewertung von experimentellen Ansätzen zu alternativen Komfortbewertungsszenarien wie beispielsweise Kamera- oder basierend auf Vitalfunktionen, zu deinem Aufgabenbereich
Du bist für die konzeptionelle Betrachtung zur Integration und Überführung des Bewertungskonzepts in einen Regelungsansatz der Klimaregelung im Fahrzeug zuständig
Du übernimmst die Validierung und den Abgleich der aktuellen Komfortbewertung mit dem entwickelten Bewertungskonzept soweit möglich auf Fahrzeugebene
Nicht zuletzt gehören kritische Diskussion und die Dokumentation der Ansätze zu deinem Aufgabenbereich"
Service Techniker / KFZ Mechatroniker (m/w/d),Porsche Zentrum Freiburg,Freiburg,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13147,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Freiburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Service Techniker / KFZ Mechatroniker (m/w/d)
Durchführung sämtlicher Wartungsdienste gemäß Herstellervorschriften und nach Wartungsplan
Durchführung von definierten, ggf. umfangreichen Montage- und Reparaturarbeiten
Professionelle Fehleranalysen und Diagnose an Porsche Fahrzeugen
Nachrüstung und Inbetriebnahme von Zubehör und Anbauteilen
Durchführung von Funktionsprüfungen zu allen komplexen Reparaturarbeiten
Bearbeitung von Diagnoseprotokollen sowie Umsetzung von Reparaturen
Dokumentation von Aufträgen nach Herstellervorgaben
Anforderungen
Erfolgreich abgeschlossene Berufsausbildung zum Kfz-Mechatroniker (m/w/d)
Berufserfahrung in vergleichbarer Position von Vorteil, idealerweise bei Porsche
Weiterbildung zum Hochvolttechniker (m/w/d) wünschenswert
Fundierte Kenntnisse im Bereich Fahrzeugelektrik- und elektronik sowie Diagnose
Ausgeprägte Leistungsbereitschaft, Gewissenhaftigkeit sowie Kundenorientierung
Hohe Team- und Kommunikationsfähigkeit
Offenheit für neueste Entwicklungen und technischen Fortschritt, insbesondere im Bereich E-Mobilität",Section not found or could not extract additional information
Instandhalter (m/w/d) Werkerhaltung – Sanitär,Dr. Ing. h.c. F. Porsche AG,Weissach,Sonstige,https://jobs.porsche.com/index.php?ac=jobad&id=13144,"Aufgaben
Durchführung von Instandhaltungs- und Wartungsarbeiten aller Haustechnischen Anlagen
Bedienung- und Betreuung von Abwasser- und Abscheideranlagen
Bedienung der Gebäudeleittechnik
Optimierung des Anlagenbetriebs
Überwachung externer Dienstleister und Abnahme einzelner Leistungen
Anforderungen
Erfolgreich abgeschlossene Berufsausbildung zum/zur Gas-/Wasserinstallateur/in oder Anlagenmechaniker/in SHK idealerweise mit Schwerpunkt Trink- und Abwassersysteme
Mehrjährige Berufserfahrung (i.d.R. mehr als 3 Jahre) im relevanten Aufgabengebiet
Kenntnisse in den Gewerken Heizung/Lüftung/Kälte von Vorteil
Sicherer Umgang mit MS Office
Bereitschaftsdienst
Hohe Team- und Kommunikationsfähigkeit
Führerschein Klasse B","Durchführung von Instandhaltungs- und Wartungsarbeiten aller Haustechnischen Anlagen
Bedienung- und Betreuung von Abwasser- und Abscheideranlagen
Bedienung der Gebäudeleittechnik
Optimierung des Anlagenbetriebs
Überwachung externer Dienstleister und Abnahme einzelner Leistungen"
Hochvoltexperte / Hochvolttechniker (m/w/d),Porsche Zentrum Aschaffenburg,Aschaffenburg,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13129,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Aschaffenburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Hochvoltexperte / Hochvolttechniker (m/w/d)
Durchführung von Reparatur-, Inspektions- und Wartungsarbeiten an Fahrzeugen mit Hybrid- und Elektroantrieb gemäß Herstellervorgaben
Diagnosestellung bei Fehlfunktionen der Elektronik / Elektrik mittels moderner Diagnosetechniken
Einbau und Austausch von Hochvoltbatterien und anderen elektrischen Systemen
Herstellung der Spannungsfreiheit mithilfe des Fahrzeugdiagnosetesters durch zertifizierte Messung
Gefährdungsbeurteilung von Hochvolt-Unfallfahrzeugen
Sicherstellung der Einhaltung von Sicherheitsvorschriften bei Hybrid- und Elektrofahrzeugen
Anforderungen
Abgeschlossene Berufsausbildung zum Kfz-Mechatroniker (m/w/d)
Berufserfahrung bzw. eine Zusatzqualifikation oder Weiterbildung im Bereich Hochvolttechnik wünschenswert
Erfahrung in der Diagnose und Reparatur von Fahrzeugen mit elektrischem Antrieb wünschenswert
Fundiertes Wissen über aktuelle Fahrzeugtechnik und Diagnoseinstrumente
Zuverlässigkeit, Leistungsbereitschaft und Teamfähikeit Selbständige und kundenorientierte Arbeitsweise mit hohem Qualitätsbewusstsein
Bereitschaft zur stetigen Weiterbildung als Hochvolttechniker
Besitz eines Führerscheins Klasse B","Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Aschaffenburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Hochvoltexperte / Hochvolttechniker (m/w/d)
Durchführung von Reparatur-, Inspektions- und Wartungsarbeiten an Fahrzeugen mit Hybrid- und Elektroantrieb gemäß Herstellervorgaben
Diagnosestellung bei Fehlfunktionen der Elektronik / Elektrik mittels moderner Diagnosetechniken
Einbau und Austausch von Hochvoltbatterien und anderen elektrischen Systemen
Herstellung der Spannungsfreiheit mithilfe des Fahrzeugdiagnosetesters durch zertifizierte Messung
Gefährdungsbeurteilung von Hochvolt-Unfallfahrzeugen
Sicherstellung der Einhaltung von Sicherheitsvorschriften bei Hybrid- und Elektrofahrzeugen"
Sales Representative (m/w/d) Porsche Design Outlet Metzingen in Teilzeit (24h/Woche),Porsche Lifestyle GmbH & Co. KG,Metzingen,Vertrieb,https://jobs.porsche.com/index.php?ac=jobad&id=13130,"Aufgaben
Als Sales Representative (m/w/d) erwarten Dich folgende Hauptaufgaben: 
Fachkompetente Beratung von Kunden sowie Repräsentation des Porsche Design Lifestyle
Unterstützung bei Marketing- und Kundenaktionen
Umsetzung von Merchandisingkonzepten
Mitwirkung bei der visuellen Produktpräsentation im Porsche Design Store
Mitverantwortung für kaufmännische Prozesse
Organisation der Materialwirtschaft, Warenannahme und -prüfung inklusive Lieferung und Lagerung 
  Anforderungen
Du bringst Folgendes mit: 
Erfolgreich abgeschlossene kaufmännische Berufsausbildung, idealerweise im Einzelhandel
Mehrjährige Berufserfahrung im Verkauf von hochwertigen Lifestyle-Produkten
Grundkenntnisse im Bereich Kassensysteme
Sicherer Umgang mit MS Office
Gute Englischkenntnisse, weitere Fremdsprachenkenntnisse von Vorteil
Hohe Team- und Kommunikationsfähigkeit sowie ausgeprägte Dienstleistungsorientierung
Selbständige Arbeitsweise und hohes Verantwortungsbewusstsein","Als Sales Representative (m/w/d) erwarten Dich folgende Hauptaufgaben: 
Fachkompetente Beratung von Kunden sowie Repräsentation des Porsche Design Lifestyle
Unterstützung bei Marketing- und Kundenaktionen
Umsetzung von Merchandisingkonzepten
Mitwirkung bei der visuellen Produktpräsentation im Porsche Design Store
Mitverantwortung für kaufmännische Prozesse
Organisation der Materialwirtschaft, Warenannahme und -prüfung inklusive Lieferung und Lagerung"
